area_code,area_name,area_type,period,indicator,measure,unit,value,compared_to_England,inequality
E10000025,Oxfordshire,UA,2016/17,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,39,NA,NA
E08000029,Solihull,UA,2016/17,Children cautioned or sentenced,Count,Children,89,NA,NA
E08000029,Solihull,UA,2016/17,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,43,NA,NA
E08000007,Stockport,UA,2016/17,Children cautioned or sentenced,Count,Children,134,NA,NA
E08000007,Stockport,UA,2016/17,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,51,NA,NA
E10000030,Surrey,UA,2016/17,Children cautioned or sentenced,Count,Children,190,NA,NA
E10000030,Surrey,UA,2016/17,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,17,NA,NA
E08000009,Trafford,UA,2016/17,Children cautioned or sentenced,Count,Children,74,NA,NA
E08000009,Trafford,UA,2016/17,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,31,NA,NA
E09000006,Bromley,UA,2017/18,Children cautioned or sentenced,Count,Children,188,NA,NA
E09000006,Bromley,UA,2017/18,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,61,NA,NA
E06000060,Buckinghamshire,UA,2017/18,Children cautioned or sentenced,Count,Children,304,NA,NA
E06000060,Buckinghamshire,UA,2017/18,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,56,NA,NA
E10000003,Cambridgeshire,UA,2017/18,Children cautioned or sentenced,Count,Children,305,NA,NA
E10000003,Cambridgeshire,UA,2017/18,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,53,NA,NA
E10000013,Gloucestershire,UA,2017/18,Children cautioned or sentenced,Count,Children,216,NA,NA
E10000013,Gloucestershire,UA,2017/18,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,38,NA,NA
E10000015,Hertfordshire,UA,2017/18,Children cautioned or sentenced,Count,Children,518,NA,NA
E10000015,Hertfordshire,UA,2017/18,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,45,NA,NA
E10000025,Oxfordshire,UA,2017/18,Children cautioned or sentenced,Count,Children,232,NA,NA
E10000025,Oxfordshire,UA,2017/18,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,37,NA,NA
E08000029,Solihull,UA,2017/18,Children cautioned or sentenced,Count,Children,62,NA,NA
E08000029,Solihull,UA,2017/18,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,30,NA,NA
E08000007,Stockport,UA,2017/18,Children cautioned or sentenced,Count,Children,114,NA,NA
E08000007,Stockport,UA,2017/18,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,43,NA,NA
E10000030,Surrey,UA,2017/18,Children cautioned or sentenced,Count,Children,234,NA,NA
E10000030,Surrey,UA,2017/18,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,21,NA,NA
E08000009,Trafford,UA,2017/18,Children cautioned or sentenced,Count,Children,78,NA,NA
E08000009,Trafford,UA,2017/18,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,32,NA,NA
E09000006,Bromley,UA,2018/19,Children cautioned or sentenced,Count,Children,128,NA,NA
E09000006,Bromley,UA,2018/19,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,41,NA,NA
E06000060,Buckinghamshire,UA,2018/19,Children cautioned or sentenced,Count,Children,164,NA,NA
E06000060,Buckinghamshire,UA,2018/19,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,30,NA,NA
E10000003,Cambridgeshire,UA,2018/19,Children cautioned or sentenced,Count,Children,164,NA,NA
E10000003,Cambridgeshire,UA,2018/19,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,28,NA,NA
E10000013,Gloucestershire,UA,2018/19,Children cautioned or sentenced,Count,Children,100,NA,NA
E10000013,Gloucestershire,UA,2018/19,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,17,NA,NA
E10000015,Hertfordshire,UA,2018/19,Children cautioned or sentenced,Count,Children,477,NA,NA
E10000015,Hertfordshire,UA,2018/19,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,41,NA,NA
E10000025,Oxfordshire,UA,2018/19,Children cautioned or sentenced,Count,Children,216,NA,NA
E10000025,Oxfordshire,UA,2018/19,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,33,NA,NA
E08000029,Solihull,UA,2018/19,Children cautioned or sentenced,Count,Children,33,NA,NA
E08000029,Solihull,UA,2018/19,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,16,NA,NA
E08000007,Stockport,UA,2018/19,Children cautioned or sentenced,Count,Children,117,NA,NA
E08000007,Stockport,UA,2018/19,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,43,NA,NA
E10000030,Surrey,UA,2018/19,Children cautioned or sentenced,Count,Children,167,NA,NA
E10000030,Surrey,UA,2018/19,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,14,NA,NA
E08000009,Trafford,UA,2018/19,Children cautioned or sentenced,Count,Children,82,NA,NA
E08000009,Trafford,UA,2018/19,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,33,NA,NA
E09000006,Bromley,UA,2019/20,Children cautioned or sentenced,Count,Children,93,NA,NA
E09000006,Bromley,UA,2019/20,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,29,NA,NA
E06000060,Buckinghamshire,UA,2019/20,Children cautioned or sentenced,Count,Children,159,NA,NA
E06000060,Buckinghamshire,UA,2019/20,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,28,NA,NA
E10000003,Cambridgeshire,UA,2019/20,Children cautioned or sentenced,Count,Children,130,NA,NA
E10000003,Cambridgeshire,UA,2019/20,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,22,NA,NA
E10000013,Gloucestershire,UA,2019/20,Children cautioned or sentenced,Count,Children,92,NA,NA
E10000013,Gloucestershire,UA,2019/20,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,16,NA,NA
E10000015,Hertfordshire,UA,2019/20,Children cautioned or sentenced,Count,Children,459,NA,NA
E10000015,Hertfordshire,UA,2019/20,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,38,NA,NA
E10000025,Oxfordshire,UA,2019/20,Children cautioned or sentenced,Count,Children,223,NA,NA
E10000025,Oxfordshire,UA,2019/20,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,34,NA,NA
E08000029,Solihull,UA,2019/20,Children cautioned or sentenced,Count,Children,45,NA,NA
E08000029,Solihull,UA,2019/20,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,21,NA,NA
E08000007,Stockport,UA,2019/20,Children cautioned or sentenced,Count,Children,104,NA,NA
E08000007,Stockport,UA,2019/20,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,38,NA,NA
E10000030,Surrey,UA,2019/20,Children cautioned or sentenced,Count,Children,193,NA,NA
E10000030,Surrey,UA,2019/20,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,16,NA,NA
E08000009,Trafford,UA,2019/20,Children cautioned or sentenced,Count,Children,60,NA,NA
E08000009,Trafford,UA,2019/20,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,24,NA,NA
E09000006,Bromley,UA,2020/21,Children cautioned or sentenced,Count,Children,71,NA,NA
E09000006,Bromley,UA,2020/21,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,22,NA,NA
E06000060,Buckinghamshire,UA,2020/21,Children cautioned or sentenced,Count,Children,114,NA,NA
E06000060,Buckinghamshire,UA,2020/21,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,20,NA,NA
E10000003,Cambridgeshire,UA,2020/21,Children cautioned or sentenced,Count,Children,120,NA,NA
E10000003,Cambridgeshire,UA,2020/21,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,20,NA,NA
E10000013,Gloucestershire,UA,2020/21,Children cautioned or sentenced,Count,Children,91,NA,NA
E10000013,Gloucestershire,UA,2020/21,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,15,NA,NA
E10000015,Hertfordshire,UA,2020/21,Children cautioned or sentenced,Count,Children,354,NA,NA
E10000015,Hertfordshire,UA,2020/21,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,29,NA,NA
E10000025,Oxfordshire,UA,2020/21,Children cautioned or sentenced,Count,Children,216,NA,NA
E10000025,Oxfordshire,UA,2020/21,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,32,NA,NA
E08000029,Solihull,UA,2020/21,Children cautioned or sentenced,Count,Children,33,NA,NA
E08000029,Solihull,UA,2020/21,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,15,NA,NA
E08000007,Stockport,UA,2020/21,Children cautioned or sentenced,Count,Children,76,NA,NA
E08000007,Stockport,UA,2020/21,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,27,NA,NA
E10000030,Surrey,UA,2020/21,Children cautioned or sentenced,Count,Children,185,NA,NA
E10000030,Surrey,UA,2020/21,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,15,NA,NA
E08000009,Trafford,UA,2020/21,Children cautioned or sentenced,Count,Children,47,NA,NA
E08000009,Trafford,UA,2020/21,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,18,NA,NA
E09000006,Bromley,UA,2021/22,Children cautioned or sentenced,Count,Children,72,NA,NA
E09000006,Bromley,UA,2021/22,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,22,NA,NA
E06000060,Buckinghamshire,UA,2021/22,Children cautioned or sentenced,Count,Children,84,NA,NA
E06000060,Buckinghamshire,UA,2021/22,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,14,NA,NA
E10000003,Cambridgeshire,UA,2021/22,Children cautioned or sentenced,Count,Children,141,NA,NA
E10000003,Cambridgeshire,UA,2021/22,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,22,NA,NA
E10000013,Gloucestershire,UA,2021/22,Children cautioned or sentenced,Count,Children,81,NA,NA
E10000013,Gloucestershire,UA,2021/22,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,13,NA,NA
E10000015,Hertfordshire,UA,2021/22,Children cautioned or sentenced,Count,Children,338,NA,NA
E10000015,Hertfordshire,UA,2021/22,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,27,NA,NA
E10000025,Oxfordshire,UA,2021/22,Children cautioned or sentenced,Count,Children,159,NA,NA
E10000025,Oxfordshire,UA,2021/22,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,23,NA,NA
E08000029,Solihull,UA,2021/22,Children cautioned or sentenced,Count,Children,47,NA,NA
E08000029,Solihull,UA,2021/22,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,21,NA,NA
E08000007,Stockport,UA,2021/22,Children cautioned or sentenced,Count,Children,57,NA,NA
E08000007,Stockport,UA,2021/22,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,20,NA,NA
E10000030,Surrey,UA,2021/22,Children cautioned or sentenced,Count,Children,156,NA,NA
E10000030,Surrey,UA,2021/22,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,13,NA,NA
E08000009,Trafford,UA,2021/22,Children cautioned or sentenced,Count,Children,36,NA,NA
E08000009,Trafford,UA,2021/22,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,14,NA,NA
E09000006,Bromley,UA,2022/23,Children cautioned or sentenced,Count,Children,62,NA,NA
E09000006,Bromley,UA,2022/23,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,19,NA,NA
E06000060,Buckinghamshire,UA,2022/23,Children cautioned or sentenced,Count,Children,88,NA,NA
E06000060,Buckinghamshire,UA,2022/23,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,15,NA,NA
E10000003,Cambridgeshire,UA,2022/23,Children cautioned or sentenced,Count,Children,171,NA,NA
E10000003,Cambridgeshire,UA,2022/23,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,26,NA,NA
E10000013,Gloucestershire,UA,2022/23,Children cautioned or sentenced,Count,Children,55,NA,NA
E10000013,Gloucestershire,UA,2022/23,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,9,NA,NA
E10000015,Hertfordshire,UA,2022/23,Children cautioned or sentenced,Count,Children,335,NA,NA
E10000015,Hertfordshire,UA,2022/23,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,26,NA,NA
E10000025,Oxfordshire,UA,2022/23,Children cautioned or sentenced,Count,Children,188,NA,NA
E10000025,Oxfordshire,UA,2022/23,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,26,NA,NA
E08000029,Solihull,UA,2022/23,Children cautioned or sentenced,Count,Children,26,NA,NA
E08000029,Solihull,UA,2022/23,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,11,NA,NA
E08000007,Stockport,UA,2022/23,Children cautioned or sentenced,Count,Children,56,NA,NA
E08000007,Stockport,UA,2022/23,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,19,NA,NA
E10000030,Surrey,UA,2022/23,Children cautioned or sentenced,Count,Children,161,NA,NA
E10000030,Surrey,UA,2022/23,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,13,NA,NA
E08000009,Trafford,UA,2022/23,Children cautioned or sentenced,Count,Children,37,NA,NA
E08000009,Trafford,UA,2022/23,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,14,NA,NA
E09000006,Bromley,UA,2023/24,Children cautioned or sentenced,Count,Children,46,NA,NA
E09000006,Bromley,UA,2023/24,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,14,NA,NA
E06000060,Buckinghamshire,UA,2023/24,Children cautioned or sentenced,Count,Children,114,NA,NA
E06000060,Buckinghamshire,UA,2023/24,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,19,NA,NA
E10000003,Cambridgeshire,UA,2023/24,Children cautioned or sentenced,Count,Children,143,NA,NA
E10000003,Cambridgeshire,UA,2023/24,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,22,NA,NA
E10000013,Gloucestershire,UA,2023/24,Children cautioned or sentenced,Count,Children,88,NA,NA
E10000013,Gloucestershire,UA,2023/24,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,14,NA,NA
E10000015,Hertfordshire,UA,2023/24,Children cautioned or sentenced,Count,Children,332,NA,NA
E10000015,Hertfordshire,UA,2023/24,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,26,NA,NA
E10000025,Oxfordshire,UA,2023/24,Children cautioned or sentenced,Count,Children,207,NA,NA
E10000025,Oxfordshire,UA,2023/24,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,29,NA,NA
E08000029,Solihull,UA,2023/24,Children cautioned or sentenced,Count,Children,29,NA,NA
E08000029,Solihull,UA,2023/24,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,12,NA,NA
E08000007,Stockport,UA,2023/24,Children cautioned or sentenced,Count,Children,93,NA,NA
E08000007,Stockport,UA,2023/24,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,32,NA,NA
E10000030,Surrey,UA,2023/24,Children cautioned or sentenced,Count,Children,161,NA,NA
E10000030,Surrey,UA,2023/24,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,13,NA,NA
E08000009,Trafford,UA,2023/24,Children cautioned or sentenced,Count,Children,38,NA,NA
E08000009,Trafford,UA,2023/24,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,14,NA,NA
E92000001,England,Country,2013/14,Children cautioned or sentenced,Count,Children,38964,NA,NA
E92000001,England,Country,2013/14,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,80,NA,NA
E92000001,England,Country,2014/15,Children cautioned or sentenced,Count,Children,36018,NA,NA
E92000001,England,Country,2014/15,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,74,NA,NA
E92000001,England,Country,2015/16,Children cautioned or sentenced,Count,Children,31193,NA,NA
E92000001,England,Country,2015/16,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,63,NA,NA
E92000001,England,Country,2016/17,Children cautioned or sentenced,Count,Children,26898,NA,NA
E92000001,England,Country,2016/17,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,54,NA,NA
E92000001,England,Country,2017/18,Children cautioned or sentenced,Count,Children,26796,NA,NA
E92000001,England,Country,2017/18,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,53,NA,NA
E92000001,England,Country,2018/19,Children cautioned or sentenced,Count,Children,22201,NA,NA
E92000001,England,Country,2018/19,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,43,NA,NA
E92000001,England,Country,2019/20,Children cautioned or sentenced,Count,Children,19925,NA,NA
E92000001,England,Country,2019/20,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,38,NA,NA
E92000001,England,Country,2020/21,Children cautioned or sentenced,Count,Children,15898,NA,NA
E92000001,England,Country,2020/21,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,30,NA,NA
E92000001,England,Country,2021/22,Children cautioned or sentenced,Count,Children,13610,NA,NA
E92000001,England,Country,2021/22,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,25,NA,NA
E92000001,England,Country,2022/23,Children cautioned or sentenced,Count,Children,13076,NA,NA
E92000001,England,Country,2022/23,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,23,NA,NA
E92000001,England,Country,2023/24,Children cautioned or sentenced,Count,Children,12908,NA,NA
E92000001,England,Country,2023/24,Children cautioned or sentenced,"Per 10,000 aged 10-17",Children,23,NA,NA
